title,full_text,link,date
Мобилизованные и их семьи смогут получить особые кредитные каникулы — проект прошел Госдуму,"Хотят дать заемщикам — мобилизованным гражданам и ИП право потребовать не позже 31 декабря 2023 года, например, от банков и МФО приостановить выплаты по договорам потребкредита или займа. В этом случае они должны быть заключены до дня мобилизации. Право предоставят и ряду других заемщиков, в том числе членам семей мобилизованных (ч. 1 и 2 ст. 1 проекта). Поправки приняли в третьем чтении.
Льготный период для мобилизованных и их семей равен сроку мобилизации плюс 30 дней. Заемщик сможет определить первый день приостановки, но он не должен быть ранее 21 сентября 2022 года. Если дату в требовании не обозначить, период начнется в день направления этого документа (п. 1 ч. 2 и ч. 8 ст. 1 проекта).
Направить требование заемщик вправе способом, который предусматривает договор потребкредита или займа для взаимодействия контрагентов. Есть и другой вариант — передать требование по мобильной связи, если кредитор раскрыл свой номер телефона заемщику (ч. 4 ст. 1 проекта).
Вместе с требованием можно приложить документы для подтверждения участия в военной спецоперации. Кредитор вправе запросить сведения в Минобороны и ряде иных органов. Если требование направляет член семьи, этот статус придется подтвердить документально (ч. 5 и 7 ст. 1 проекта).
Кредитора обяжут рассмотреть требование максимум за 10 дней. Если с ним все в порядке, нужно будет уведомить заемщика об изменении договора (ч. 10 ст. 1 проекта).
Есть и другие новшества. Поправки вступят в силу со дня их опубликования в виде федерального закона (ч. 1 ст. 8 проекта).
",https://www.consultant.ru/legalnews/20442/,2022-9-28
Практика коллегии по экономическим спорам ВС РФ: обзор за август,"Ситуация:
Что сказали суды трех инстанций:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 09.08.2022 N 307-ЭС22-6562
Ситуация:
Что сказали суды трех инстанций:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 08.08.2022 N 307-ЭС22-8816
Ситуация:
Что сказали суды трех инстанций:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 18.08.2022 N 305-ЭС22-6361
Ситуация: собственник имущества потребовал вернуть деньги, которые недобросовестный приобретатель получил от сдачи его в аренду.
Что сказали суды трех инстанций:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 18.08.2022 N 307-ЭС22-4273
Ситуация: новый собственник помещения не стал заключать соглашение о вступлении в договор аренды публичного земельного участка, на котором расположено здание.
Что сказали суды трех инстанций:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 18.08.2022 по делу N 305-ЭС22-6663
Ситуация:
Что сказал Верховный суд:
Документ: Определение ВС РФ от 16.08.2022 N 309-ЭС21-23067
",https://www.consultant.ru/legalnews/20432/,2022-9-28
Стали известны основные направления налоговой политики на 2023 – 2025 годы,"В Госдуму внесли проект бюджета на 2023 год. Одно из приложений к нему — основные направления налоговой политики. Перечислим наиболее интересные положения:
",https://www.consultant.ru/legalnews/20441/,2022-9-28
В счете-фактуре хотят отражать стоимость прослеживаемых товаров,"Минфин выставил на общественное обсуждение поправки к НК РФ. По ним с 1 июля 2023 года в списке сведений, которые должны быть в счете-фактуре, в том числе корректировочном, появится стоимость прослеживаемых товаров (п. п. 3 и 4 ст. 1 проекта).
Напомним, недавно ведомство предложило скорректировать положение о системе прослеживаемости товаров, в частности добавить к операциям передачу товаров в составе выполненных работ.
",https://www.consultant.ru/legalnews/20439/,2022-9-28
Суд счел нецелевыми расходы медорганизации на рекламу услуги по программе ОМС,"Организация оплатила за счет ОМС услуги по размещению ролика на телеканале. В нем она информировала пациентов о том, что бесплатно предоставляет помощь лора по полису ОМС. Организация полагала, что это не реклама.
Проверяющие и суд не согласились:
",https://www.consultant.ru/legalnews/20440/,2022-9-28
"Минтруд: как поступить, если мобилизованного уволили с 21 сентября","Постановление о приостановлении трудового договора мобилизованных сотрудников распространяется на всех, кто призван с 21 сентября, пояснило ведомство.
Если с мобилизованным работником расторгли трудовой договор с указанной даты, то нужно издать приказ об отмене увольнения. Сведения об этом передают в ПФР и вносят в трудовую книжку (если ее ведут на бумаге).
Затем необходимо приостановить трудовой договор на основании повестки о призыве на военную службу по мобилизации.
Напомним, ранее Минтруд разъяснил, как приостановить трудовой договор.
",https://www.consultant.ru/legalnews/20438/,2022-9-28
Правила лицензирования фармацевтической деятельности предлагают скорректировать,"Минздрав подготовил поправки к положению о лицензировании фармацевтической деятельности. Если проект примут, новшества вступят в силу 1 марта 2023 года.
Сроки предоставления и переоформления лицензии хотят сократить. На выдачу отвели 10 рабочих дней (сейчас 15), на внесение изменений — 5 (сейчас 10). Если деятельность ведут в закрытых административно-территориальных образованиях, в обоих случаях решение примут за 20 рабочих дней.
Появится новое лицензионное требование: соискатели и лицензиаты должны вносить данные о работниках в ЕГИСЗ. Заявления о выдаче лицензии или внесении изменений в реестр будут подавать только через Госуслуги.
В перечень работ для лицензирования включили изготовление радиофармацевтических препаратов. В связи с этим добавили требования к образованию сотрудников, занятых такой работой.
",https://www.consultant.ru/legalnews/20437/,2022-9-28
"ВС РФ: если прежний принципал не расторг договор, новый может требовать от агента вернуть долг","Юрлицо заплатило агенту деньги, но тот не исполнил своих обязательств. Позже юрлицо уступило компании, в частности, право требовать от агента возвратить долг с неустойкой, процентами и т.д. Вскоре компания отказалась от агентского договора и потребовала от агента вернуть деньги. Ответа она не получила, поэтому обратилась в суд.
Три инстанции ей отказали. ВС РФ их не поддержал. Компания приобрела право юрлица требовать с агента деньги в момент уступки. Это право она реализовала, когда сообщила агенту об отказе от договора. Суды ошибочно посчитали, что:
ВС РФ не согласился и с другими доводами судов. Он направил дело на новое рассмотрение.
",https://www.consultant.ru/legalnews/20436/,2022-9-28
Предельную базу по взносам с 2023 года предлагают считать иначе,"Правительство планирует изменить порядок расчета со следующего года предельной базы по взносам. По проекту, который внесли в Госдуму, показатель хотят устанавливать с учетом средней зарплаты, увеличенной в 12 раз, и коэффициента 2,3 (п. 1 ст. 2 проекта).
Напомним, с 2023 года ПФР и ФСС объединяют, поэтому предельная база станет единой. 1 января вступит в силу правило: на 2023 год этот показатель должен быть равен базе 2022 года для пенсионных взносов с учетом индексации по росту зарплаты, а затем ежегодно его индексировать.
",https://www.consultant.ru/legalnews/20435/,2022-9-28
Со следующего года планируют увеличить МРОТ на 963 руб.,"Правительство внесло в Госдуму проект, по которому с 1 января МРОТ может повыситься на 6,3% — до 16 242 руб. в месяц (ст. 1 проекта). Напомним, с 1 июня показатель равен 15 279 руб.
Также на 2023 и 2024 годы предлагают скорректировать порядок расчета МРОТ:
",https://www.consultant.ru/legalnews/20433/,2022-9-28
Заявитель жалобы в УФАС не участвовал в госзакупке — суды не взыскали оплату услуг представителя,"Контролерам пожаловались, что объект закупки описали под конкретного производителя. В действиях заказчика нашли нарушение и предписали его устранить. Заявитель решил взыскать убытки в виде оплаты услуг представителя в антимонопольном органе.
Суд удовлетворил иск. Связь между нарушениями заказчика и убытками заявителя доказали. Факт участия последнего в закупке не имел правового значения для взыскания убытков.
Апелляция и кассация решили иначе. Заявитель не участвовал как в первоначальной, так и в повторной закупке, когда заказчик уже устранил нарушения. Его права не могли ограничить или нарушить.
Сходную позицию недавно поддержал и 8-й ААС.
",https://www.consultant.ru/legalnews/20426/,2022-9-28
Порядок заполнения СЗВ-СТАЖ хотят скорректировать,"ПФР выставил на общественное обсуждение проект изменений к правилам заполнения:
Среди новшеств можно выделить такие:
",https://www.consultant.ru/legalnews/20428/,2022-9-28
Минцифры: как через Госуслуги подать заявление на отсрочку от мобилизации,"Ведомство сообщило о том, что на Госуслугах заработал сервис по приему заявлений на отсрочку от мобилизации для сотрудников компаний в сферах ИТ и связи. Специалист заполняет обращение по инструкции и прилагает к нему подписанное усиленной квалифицированной ЭП гендиректора подтверждение.
Министерство среди прочего разъяснило:
Первые списки по заявкам планируют направить в Минобороны на рассмотрение 29 сентября.
Напомним, на отсрочку от мобилизации могут претендовать некоторые специалисты сфер ИТ и связи, у которых есть высшее образование по определенному перечню специальностей и направлений подготовки.
",https://www.consultant.ru/legalnews/20427/,2022-9-28
Планируют урегулировать служебные отношения с госслужащими в период частичной мобилизации,"Госдума приняла поправки к Закону о госслужбе. Хотят закрепить гарантии за гражданскими служащими:
В период военной службы или содействия таких сотрудников запретят увольнять из-за призыва или по инициативе нанимателя, кроме случая упразднения госоргана. За ними сохранят должности, это время учтут в стаже гражданской службы. Денежное содержание начислять не будут. Отметим, часть из этих правил уже ввело правительство.
После окончания военной службы или содействия чиновник:
Действие новшеств распространят на период с 21 сентября 2022 года. Напомним, именно с этой даты объявили частичную мобилизацию.
",https://www.consultant.ru/legalnews/20424/,2022-9-27
С 2023 года предлагают увеличить минимальные цены на крепкий алкоголь,"Вид алкогольной продукции
Цена с НДС и акцизом, руб.
Действующая
Планируемая
Водка крепостью свыше 37% до 40% включительно
261
281
Бренди
348
375
Коньяк
480
517
Вид алкогольной продукции
Цена с НДС и акцизом, руб.
Действующая
Планируемая
Водка крепостью свыше 37% до 40% включительно
214
229
Бренди
270
289
Коньяк
371
397
Вид алкогольной продукции
Цена с НДС и акцизом, руб.
Действующая
Планируемая
Водка крепостью свыше 37% до 40% включительно
222
238
Бренди
284
304
Коньяк
391
419
",https://www.consultant.ru/legalnews/20423/,2022-9-27
Госдума одобрила поправки к ТК РФ с гарантиями для мобилизованных работников,"Предлагают закрепить в ТК РФ следующие положения:
Кроме того, хотят разрешить увольнять сотрудника, если он не выйдет на работу по истечении 3 месяцев после окончания им военной службы по мобилизации, по контракту или завершения добровольного выполнения задач ВС РФ (п. 1 ст. 1 проекта).
В документе предусмотрены и другие изменения.
",https://www.consultant.ru/legalnews/20422/,2022-9-27
О приостановке и возобновлении трудового договора предлагают отчитываться в ПФР,"Согласно поправкам о приостановлении и возобновлении трудового договора нужно отчитываться в пенсионный фонд. Полагаем, это понадобится делать по форме СЗВ-ТД. Сведения потребуют направлять не позже следующего рабочего дня после оформления события (ст. 1 проекта). Изменения приняли во втором и третьем чтении.
Кроме того, предлагают предоставить гражданам, уволенным с 24 февраля по 21 сентября и заключившим контракт о военной службе или добровольном содействии ВС РФ, преимущество при приеме на прежнюю должность. Гарантия будет действовать в течение 3 месяцев после окончания контракта либо завершения военной службы по мобилизации.
Если должность предоставить невозможно, нужно предложить другую работу, которая не противопоказана по состоянию здоровья (п. 4 ст. 6 проекта).
",https://www.consultant.ru/legalnews/20421/,2022-9-27
Господдержку на зарплаты медикам и выплаты за выявление онкологии хотят продлить до конца 2025 года,"И в 2025 году финансировать расходы на оплату труда врачей и среднего медперсонала предлагают из средств нормированного страхового запаса. Их планируют предоставлять также на премии за выявление онкологии при профилактических мероприятиях. Пока данные меры действуют до конца 2024 года.
Напомним: перечень видов медорганизаций, которые получают софинансирование на оплату труда медиков, значительно расширили с 5 августа.
",https://www.consultant.ru/legalnews/20419/,2022-9-27
"Учреждение отклонилось от сметы, приложенной к заявке на субсидию, — суд не увидел нецелевки","Чтобы организовать мероприятие по госпрограмме, учреждение запросило целевую субсидию. К заявке оно приложило смету. За счет субсидии приобрели материалы. Они нужны были для мероприятия, но смета их не предусматривала.
Проверяющие сочли траты нецелевыми. Однако суд защитил учреждение.
По аналогии закона к ситуации можно применить определение нецелевого использования средств из БК РФ. По нему нарушением считают отклонение от целей, установленных в т.ч. соглашением или правовым актом — основанием для выделения денег. К таким документам нельзя отнести смету мероприятия, которую утвердило учреждение.
",https://www.consultant.ru/legalnews/20420/,2022-9-27
"Инспекция вправе не принять декларацию, сданную в последний день налогового периода, подтвердил суд","Организация подала декларацию по НДС в последний день квартала. Компания не дождалась окончания налогового периода, так как позднее уже истекал срок, чтобы заявить налог к возмещению.
Инспекция отказалась принимать декларацию: налоговый период еще не истек. Позже организация сдала уточненку. Ее также не приняли, ведь первичной декларации, по мнению инспекции, не было. Организация обжаловала отказ в суде.
Арбитры поддержали налоговиков:
Напомним, мы также писали о споре, в котором суд указал, что запрета представлять декларацию до того, как закончился налоговый период, нет. Подробнее см. новость.
",https://www.consultant.ru/legalnews/20409/,2022-9-27
"Суд определил, что считать датой подачи электронного расчета 4-ФСС","Страхователь отправил расчет 4-ФСС за полтора часа до конца последнего дня срока подачи отчетности. Квитанцию о получении фонд направил на следующий день и посчитал, что срок нарушен. Однако АС Поволжского округа основания для штрафа не увидел.
Суд отметил: расчет прошел все этапы контроля. Сведений о том, что страхователь исправлял 4-ФСС или отправлял его повторно, нет. Фонд ссылался только на дату квитанции, т.е. на свой документ. Суд подчеркнул: с момента, когда страхователь отправил электронный отчет на шлюз приема, обязанность подать расчет прекращается, поскольку организация не может влияет на дальнейший процесс.
Ранее к аналогичному выводу пришел АС Северо-Кавказского округа.
",https://www.consultant.ru/legalnews/20118/,2022-9-27
"ЖКХ и ресурсоснабжение: уточнили, как в 2022 году начислять и уплачивать пени","Теперь для начисления и уплаты пеней и неустоек в сфере ЖКХ и ресурсоснабжения нужно выбирать минимальную ключевую ставку: 9,5% годовых или ту, которая действует на день оплаты. Правило надо соблюдать до конца года. Оно распространяется на отношения, которые возникли с 1 августа 2022 года.
Речь идет о начислении и уплате, в частности:
Напомним, сейчас ставка 7,5% годовых.
Ранее в рамках антикризисных мер исходили только из ставки 9,5% годовых.
Есть и другие изменения.
",https://www.consultant.ru/legalnews/20417/,2022-9-27
Опубликовали список из 195 основных специальностей в сферах ИТ и связи для отсрочки от мобилизации,"Минцифры выпустило перечень специальностей и направлений подготовки высшего образования, которые подходят под критерии освобождения от мобилизации специалистов ИТ и операторов связи. В него вошли в том числе:
Кроме того, министерство разместило в своем телеграм-канале форму подтверждения соответствия сотрудника требованиям для непривлечения к службе в рамках частичной мобилизации и инструкцию по ее заполнению. Гендиректор организации подписывает документ усиленной квалифицированной ЭП и передает его работнику. Тот прилагает документ к заявлению и подает через Госуслуги после того, как появится доступ.
",https://www.consultant.ru/legalnews/20415/,2022-9-27
Споры с совместителями: важные выводы из практики судов за 2021 – 2022 годы,"Порядок выплат предусматривал, что премии к юбилеям и праздникам дают всем работникам, кроме совместителей. Сотрудник – внешний совместитель не получал такие премии. Он потребовал их через суд.
7-й КСОЮ отметил, что в законе нет положений, на основе которых можно ограничивать совместителей в поощрительных выплатах. Истца поставили в неравное положение с теми, для кого работа основная.
Дело направили на новое рассмотрение. Кассация не поддержала выводы апелляции о том, что:
Отметим, недавно Роструд рассмотрел вопрос о премиях совместителям. Он подчеркнул, что им нужно предоставлять те же гарантии и компенсации, что и основным работникам.
Сотрудника приняли как внешнего совместителя, но не подписали с ним трудовой договор. Позже оформили увольнение из-за приема основного работника. Суды признали расторжение договора незаконным. Они учли, что:
Работодателю не помогли доводы о том, что при оформлении истец не предъявил трудовую книжку, а в приказе о приеме на работу есть указание на совместительство. С приказом сотрудника ознакомили спустя несколько месяцев после приема, в трудовом договоре не было его подписи.
Сотрудник оспаривал расторжение договора по ст. 288 ТК РФ. Он утверждал, что для увольнения по этому основанию на его место нужно было принять нового работника, а не перевести другого сотрудника организации.
Суды пришли к выводу, что перевод идентичен приему на работу, так как изменились существенные условия труда. Увольнение совместителя признали законным.
Аналогичный пример есть в практике 3-го КСОЮ.
Нового работника оформили через неделю после расторжения договора с совместителем. Работодатель объяснил задержку тем, что кандидат перед приемом проходил медосмотр.
7-й КСОЮ пришел к выводу о незаконном прекращении договора. На дату увольнения не было соглашения с новым сотрудником.
Кассация не поддержала ссылки апелляции на незначительность перерыва между увольнением и приемом. Стороны могли на следующий день после ухода совместителя подписать трудовой договор, включив в него оговорку о начале работы с более поздней даты (после медосмотра).
Замена совместителя на основного работника происходит по желанию работодателя. Значит, расторгая договор по ст. 288 ТК РФ, нужно предоставлять сотруднику те гарантии, которые действуют при увольнении по инициативе работодателя (например, для беременных, лиц с семейными обязанностями). На это указал ВС РФ в ситуации, когда уволили одинокую мать малолетнего ребенка.
Недавно 5-й КСОЮ направил на пересмотр дело, в котором нижестоящие суды признали законным увольнение совместителя, хотя у него на иждивении ребенок-инвалид. Апелляция считала, что работник злоупотребил правом, скрыв это обстоятельство. Однако кассация подчеркнула: в законе нет норм, которые обязывают сотрудника при приеме или в процессе работы предоставлять подобные сведения и документы.
У 1-го КСОЮ встретился пример с незаконным увольнением совместительницы – мамы ребенка младше 3 лет. В практике 9-го КСОЮ был случай, когда работодатель неправомерно расторг договор с совместителем – членом избирательной комиссии.
Прежде чем применять ст. 288 ТК РФ, лучше уточнять у совместителей, не относятся ли они к тем, кого нельзя уволить по инициативе работодателя.
Нужно помнить и о запрете расторгать договор по инициативе работодателя в период больничного и отпуска. При нарушении придется восстановить совместителя на прежней работе, даже если на его место уже приняли основного сотрудника. На это указывал 3-КСОЮ.
",https://www.consultant.ru/legalnews/20414/,2022-9-27
Госконтракт не подписали из-за резкого повышения цен — суд не нашел оснований для РНП,"Победитель закупки работ по капремонту вовремя не подписал контракт. Документ направили второму участнику, но тот тоже отказался его подписывать из-за изменения экономической ситуации. Контролеры включили сведения в РНП.
Суд с ними не согласился:
При рассмотрении дела суд также учел, что участник имеет многолетнюю репутацию добросовестного поставщика, и ранее его в РНП не включали.
",https://www.consultant.ru/legalnews/20405/,2022-9-27
Упрощенную процедуру регистрации медизделий продлили до 2025 года,"Правительство установило: особые правила регистрации отдельных медизделий на случай их дефицита применяют до 1 января 2025 года. До этой даты действуют регистрационные удостоверения, которые уже выдали в таком порядке. Менять их не надо.
Уточнили отдельные положения правил.
Напомним: особый порядок регистрации ввели в начале апреля. Срок его действия изначально ограничили 1 сентября 2023 года. Перечень видов медизделий для ускоренной регистрации определяет межведомственная комиссия.
",https://www.consultant.ru/legalnews/20413/,2022-9-26
Временно переводить специалистов к другим работодателям разрешили до конца 2023 года,"Действие порядка, по которому в 2022 году приостановившие деятельность работодатели могут переводить сотрудников в другие организации, продлили до конца следующего года. Документ вступит в силу 1 октября.
Напомним, трудовой договор с временным сотрудником можно продлить по соглашению сторон только с согласия первоначального работодателя.
",https://www.consultant.ru/legalnews/20412/,2022-9-26
"Списки работников, которые не подлежат частичной мобилизации, направляются в Генеральный штаб ВС РФ","Минобороны сообщило, что работников освобождают от мобилизации по спискам, которые руководители организаций представляют в Генеральный штаб ВС РФ. Их подают по формам:
В министерстве уточнили, что решение распространяется на работников с высшим образованием по соответствующим специальностям и направлениям подготовки.
",https://www.consultant.ru/legalnews/20411/,2022-9-26
"С 1 октября повысят оклады сотрудникам, работающим в федеральных органах не на должностях госслужбы","Правительство увеличило на 4% размеры окладов, утвержденные Постановлением N 176.
Ранее на аналогичную величину решили повысить оклады федеральным госслужащим и зарплаты работникам, которым ее назначают по Постановлению N 583.
",https://www.consultant.ru/legalnews/20406/,2022-9-26
Дали разъяснения о сохранении рабочих мест для мобилизованных,"Министр труда и соцзащиты в телеграм-канале ведомства ответил на ряд вопросов о частичной мобилизации. Разъяснили, как приостановить трудовой договор:
Трудовой договор приостановят, даже если сотрудник проходит испытательный срок или уведомлен о сокращении, но еще работает.
Период приостановки трудового договора включают в трудовой стаж.
",https://www.consultant.ru/legalnews/20407/,2022-9-26
Утвердили коды налоговых льгот для соглашений о защите и поощрении капиталовложений,"ФНС закрепила коды вычетов для земельного налога и налога на имущество организаций, которые смогут использовать участники соглашения о защите и поощрении капиталовложений:
Их применяют со следующего года. Напомним, что вычет можно использовать с 2023 года.
",https://www.consultant.ru/legalnews/20401/,2022-9-26
Кассация: беременную госслужащую нельзя уволить из-за утраты доверия,"Восьмой КСОЮ одобрил решение суда, о котором мы сообщали в мае.
Наниматель уволил госслужащую за подачу заведомо неполных сведений о доходах, хотя знал, что она беременна. Первая инстанция и апелляция восстановили чиновницу.
По ТК РФ беременных нельзя уволить по инициативе работодателя, кроме случая ликвидации организации. Запрет действует и на госслужбе. За коррупционное нарушение увольняют именно по инициативе нанимателя.
Судьи отметили: это не значит, что беременных освобождают от наказания. Госорган вправе, например, применить более мягкое взыскание. Аналогичный подход закрепил КС РФ в 2012 году. Он рассматривал случай, когда беременную уволили за однократное грубое нарушение должностных обязанностей.
",https://www.consultant.ru/legalnews/20380/,2022-9-26
Снова отменили весовой и габаритный контроль ряда грузовиков на границе РФ,"С 23 сентября до 1 февраля в пограничных пунктах не проверяют, соблюдают ли международные автоперевозчики требования к движению тяжеловесных и (или) крупногабаритных ТС. Речь идет о тех, кто доставляет продукты и непродовольственные товары первой необходимости.
Ранее мораторий на весовой и габаритный контроль действовал до 1 сентября.
",https://www.consultant.ru/legalnews/20404/,2022-9-26
Приняли стандарт медпомощи взрослым при флебите и тромбофлебите поверхностных сосудов,"3 октября вступает в силу стандарт диагностики и лечения взрослых при флебите и тромбофлебите поверхностных сосудов. Он регламентирует оказание экстренной, неотложной и плановой помощи амбулаторно и в стационаре (в т.ч. дневном).
Для диагностики пациента осматривает хирург, проводят дуплексное сканирование вен ног. Дополнительно по показаниям делают МРТ и КТ ноги с внутривенным контрастированием, прямую или ретроградную флебографию ноги и (или) руки.
На этапе лечения консультацию может провести сердечно-сосудистый хирург.
Список лекарств включает гепарин натрия + декспантенол + троксерутин, кетопрофен, диклофенак, индометацин и др.
При необходимости используют хирургические методы лечения:
Клинические рекомендации по данным заболеваниям надо применять с 1 января 2023 года.
",https://www.consultant.ru/legalnews/20403/,2022-9-26
Бухотчетность учреждений за 9 месяцев 2022 года — вспоминаем важные нюансы,"Отчитайтесь в срок, который установит для вас вышестоящий финансовый орган (ГРБС, учредитель). Если эта дата выпадает на праздничный или выходной день, можете направить формы на следующий за ним рабочий день.
Помните, что за нарушение сроков подачи отчетности должностному лицу учреждения грозит штраф.
Перед тем как сдать отчеты, проверьте их по контрольным соотношениям. Казначейство регулярно размещает их на своем сайте.
Подробности:
Отчетность на 1 октября подавайте в обычном составе. Если в какой-то форме нет показателей, не сдавайте ее. Укажите на это в текстовой части пояснительной записки (ф. 0503160, ф. 0503760).
Подробности:
Учтите, что финансовый орган или учредитель может предусмотреть дополнительные формы, установить порядок их составления и периодичность подачи.
",https://www.consultant.ru/legalnews/20402/,2022-9-26
